car_id,model,current_speed,battery_capacity,charge,consumption,engine_power,engine_torque,location,node,charging,distance_covered
ABC456,Model G,85,30,65.46666666666647,0.2,90,200,6.799999999999998,Node 1,False,6.799999999999998
ABC456,Model G,85,30,65.37222222222202,0.2,90,200,6.941666666666665,Node 1,False,6.941666666666665
ABC456,Model G,85,30,65.27777777777757,0.2,90,200,7.083333333333331,Node 1,False,7.083333333333331
ABC456,Model G,85,30,65.18333333333312,0.2,90,200,7.224999999999998,Node 1,False,7.224999999999998
ABC456,Model G,85,30,65.08888888888868,0.2,90,200,7.3666666666666645,Node 1,False,7.3666666666666645
ABC456,Model G,85,30,64.99444444444423,0.2,90,200,7.508333333333331,Node 1,False,7.508333333333331
ABC456,Model G,85,30,64.89999999999978,0.2,90,200,7.649999999999998,Node 1,False,7.649999999999998
ABC456,Model G,85,30,64.80555555555533,0.2,90,200,7.791666666666664,Node 1,False,7.791666666666664
ABC456,Model G,85,30,64.71111111111088,0.2,90,200,7.933333333333331,Node 1,False,7.933333333333331
ABC456,Model G,85,30,64.61666666666643,0.2,90,200,8.074999999999998,Node 1,False,8.074999999999998
ABC456,Model G,85,30,64.52222222222198,0.2,90,200,8.216666666666665,Node 1,False,8.216666666666665
ABC456,Model G,85,30,64.42777777777754,0.2,90,200,8.358333333333333,Node 1,False,8.358333333333333
ABC456,Model G,85,30,64.33333333333309,0.2,90,200,8.5,Node 1,False,8.5
ABC456,Model G,85,30,64.23888888888864,0.2,90,200,8.641666666666667,Node 1,False,8.641666666666667
ABC456,Model G,85,30,64.14444444444419,0.2,90,200,8.783333333333335,Node 1,False,8.783333333333335
ABC456,Model G,85,30,64.04999999999974,0.2,90,200,8.925000000000002,Node 1,False,8.925000000000002
ABC456,Model G,85,30,63.9555555555553,0.2,90,200,9.06666666666667,Node 1,False,9.06666666666667
ABC456,Model G,85,30,63.86111111111086,0.2,90,200,9.208333333333337,Node 1,False,9.208333333333337
ABC456,Model G,85,30,63.76666666666642,0.2,90,200,9.350000000000005,Node 1,False,9.350000000000005
ABC456,Model G,85,30,63.672222222221976,0.2,90,200,9.491666666666672,Node 1,False,9.491666666666672
ABC456,Model G,85,30,63.577777777777534,0.2,90,200,9.63333333333334,Node 1,False,9.63333333333334
ABC456,Model G,85,30,63.48333333333309,0.2,90,200,9.775000000000007,Node 1,False,9.775000000000007
ABC456,Model G,85,30,63.38888888888865,0.2,90,200,9.916666666666675,Node 1,False,9.916666666666675
ABC456,Model G,85,30,63.29444444444421,0.2,90,200,10.058333333333342,Node 1,False,10.058333333333342
ABC456,Model G,85,30,63.19999999999977,0.2,90,200,10.20000000000001,Node 1,False,10.20000000000001
ABC456,Model G,85,30,63.10555555555533,0.2,90,200,10.341666666666677,Node 1,False,10.341666666666677
ABC456,Model G,85,30,63.011111111110885,0.2,90,200,10.483333333333345,Node 1,False,10.483333333333345
ABC456,Model G,85,30,62.916666666666444,0.2,90,200,10.625000000000012,Node 1,False,10.625000000000012
ABC456,Model G,85,30,62.822222222222,0.2,90,200,10.76666666666668,Node 1,False,10.76666666666668
ABC456,Model G,85,30,62.72777777777756,0.2,90,200,10.908333333333347,Node 1,False,10.908333333333347
ABC456,Model G,85,30,62.63333333333312,0.2,90,200,11.050000000000015,Node 1,False,11.050000000000015
ABC456,Model G,85,30,62.53888888888868,0.2,90,200,11.191666666666682,Node 1,False,11.191666666666682
ABC456,Model G,85,30,62.44444444444424,0.2,90,200,11.33333333333335,Node 1,False,11.33333333333335
ABC456,Model G,85,30,62.349999999999795,0.2,90,200,11.475000000000017,Node 1,False,11.475000000000017
ABC456,Model G,85,30,62.255555555555354,0.2,90,200,11.616666666666685,Node 1,False,11.616666666666685
ABC456,Model G,85,30,62.16111111111091,0.2,90,200,11.758333333333352,Node 1,False,11.758333333333352
ABC456,Model G,85,30,62.06666666666647,0.2,90,200,11.90000000000002,Node 1,False,11.90000000000002
ABC456,Model G,85,30,61.97222222222203,0.2,90,200,12.041666666666687,Node 1,False,12.041666666666687
ABC456,Model G,85,30,61.87777777777759,0.2,90,200,12.183333333333355,Node 1,False,12.183333333333355
ABC456,Model G,85,30,61.78333333333315,0.2,90,200,12.325000000000022,Node 1,False,12.325000000000022
ABC456,Model G,85,30,61.688888888888705,0.2,90,200,12.46666666666669,Node 1,False,12.46666666666669
ABC456,Model G,85,30,61.594444444444264,0.2,90,200,12.608333333333357,Node 1,False,12.608333333333357
ABC456,Model G,85,30,61.49999999999982,0.2,90,200,12.750000000000025,Node 1,False,12.750000000000025
ABC456,Model G,85,30,61.40555555555538,0.2,90,200,12.891666666666692,Node 1,False,12.891666666666692
ABC456,Model G,85,30,61.31111111111094,0.2,90,200,13.03333333333336,Node 1,False,13.03333333333336
ABC456,Model G,85,30,61.2166666666665,0.2,90,200,13.175000000000027,Node 1,False,13.175000000000027
ABC456,Model G,85,30,61.12222222222206,0.2,90,200,13.316666666666695,Node 1,False,13.316666666666695
ABC456,Model G,85,30,61.027777777777615,0.2,90,200,13.458333333333362,Node 1,False,13.458333333333362
ABC456,Model G,85,30,60.933333333333174,0.2,90,200,13.60000000000003,Node 1,False,13.60000000000003
ABC456,Model G,85,30,60.83888888888873,0.2,90,200,13.741666666666697,Node 1,False,13.741666666666697
ABC456,Model G,85,30,60.74444444444429,0.2,90,200,13.883333333333365,Node 1,False,13.883333333333365
ABC456,Model G,85,30,60.64999999999985,0.2,90,200,14.025000000000032,Node 1,False,14.025000000000032
ABC456,Model G,85,30,60.55555555555541,0.2,90,200,14.1666666666667,Node 1,False,14.1666666666667
ABC456,Model G,85,30,60.46111111111097,0.2,90,200,14.308333333333367,Node 1,False,14.308333333333367
ABC456,Model G,85,30,60.366666666666525,0.2,90,200,14.450000000000035,Node 1,False,14.450000000000035
ABC456,Model G,85,30,60.272222222222084,0.2,90,200,14.591666666666702,Node 1,False,14.591666666666702
ABC456,Model G,85,30,60.17777777777764,0.2,90,200,14.73333333333337,Node 1,False,14.73333333333337
ABC456,Model G,85,30,60.0833333333332,0.2,90,200,14.875000000000037,Node 1,False,14.875000000000037
ABC456,Model G,85,30,59.98888888888876,0.2,90,200,15.016666666666705,Node 1,False,15.016666666666705
ABC456,Model G,85,30,59.89444444444432,0.2,90,200,15.158333333333372,Node 1,False,15.158333333333372
ABC456,Model G,85,30,59.799999999999876,0.2,90,200,15.30000000000004,Node 1,False,15.30000000000004
ABC456,Model G,85,30,59.705555555555435,0.2,90,200,15.441666666666707,Node 1,False,15.441666666666707
ABC456,Model G,85,30,59.61111111111099,0.2,90,200,15.583333333333375,Node 1,False,15.583333333333375
ABC456,Model G,85,30,59.51666666666655,0.2,90,200,15.725000000000042,Node 1,False,15.725000000000042
ABC456,Model G,85,30,59.42222222222211,0.2,90,200,15.86666666666671,Node 1,False,15.86666666666671
ABC456,Model G,85,30,59.32777777777767,0.2,90,200,16.008333333333375,Node 1,False,16.008333333333375
ABC456,Model G,85,30,59.23333333333323,0.2,90,200,16.15000000000004,Node 1,False,16.15000000000004
ABC456,Model G,85,30,59.138888888888786,0.2,90,200,16.291666666666707,Node 1,False,16.291666666666707
ABC456,Model G,85,30,59.044444444444345,0.2,90,200,16.433333333333373,Node 1,False,16.433333333333373
ABC456,Model G,85,30,58.9499999999999,0.2,90,200,16.57500000000004,Node 1,False,16.57500000000004
ABC456,Model G,85,30,58.85555555555546,0.2,90,200,16.716666666666704,Node 1,False,16.716666666666704
ABC456,Model G,85,30,58.76111111111102,0.2,90,200,16.85833333333337,Node 1,False,16.85833333333337
ABC456,Model G,85,30,58.66666666666658,0.2,90,200,17.000000000000036,Node 1,False,17.000000000000036
ABC456,Model G,85,30,58.57222222222214,0.2,90,200,17.1416666666667,Node 1,False,17.1416666666667
ABC456,Model G,85,30,58.477777777777696,0.2,90,200,17.283333333333367,Node 1,False,17.283333333333367
ABC456,Model G,85,30,58.383333333333255,0.2,90,200,17.425000000000033,Node 1,False,17.425000000000033
ABC456,Model G,85,30,58.28888888888881,0.2,90,200,17.5666666666667,Node 1,False,17.5666666666667
ABC456,Model G,85,30,58.19444444444437,0.2,90,200,17.708333333333364,Node 1,False,17.708333333333364
ABC456,Model G,85,30,58.09999999999993,0.2,90,200,17.85000000000003,Node 1,False,17.85000000000003
ABC456,Model G,85,30,58.00555555555549,0.2,90,200,17.991666666666696,Node 1,False,17.991666666666696
ABC456,Model G,85,30,57.91111111111105,0.2,90,200,18.13333333333336,Node 1,False,18.13333333333336
ABC456,Model G,85,30,57.816666666666606,0.2,90,200,18.275000000000027,Node 1,False,18.275000000000027
ABC456,Model G,85,30,57.722222222222165,0.2,90,200,18.416666666666693,Node 1,False,18.416666666666693
ABC456,Model G,85,30,57.62777777777772,0.2,90,200,18.55833333333336,Node 1,False,18.55833333333336
ABC456,Model G,85,30,57.53333333333328,0.2,90,200,18.700000000000024,Node 1,False,18.700000000000024
ABC456,Model G,85,30,57.43888888888884,0.2,90,200,18.84166666666669,Node 1,False,18.84166666666669
ABC456,Model G,85,30,57.3444444444444,0.2,90,200,18.983333333333356,Node 1,False,18.983333333333356
ABC456,Model G,85,30,57.24999999999996,0.2,90,200,19.12500000000002,Node 1,False,19.12500000000002
ABC456,Model G,85,30,57.155555555555516,0.2,90,200,19.266666666666687,Node 1,False,19.266666666666687
ABC456,Model G,85,30,57.061111111111074,0.2,90,200,19.408333333333353,Node 1,False,19.408333333333353
ABC456,Model G,85,30,56.96666666666663,0.2,90,200,19.55000000000002,Node 1,False,19.55000000000002
ABC456,Model G,85,30,56.87222222222219,0.2,90,200,19.691666666666684,Node 1,False,19.691666666666684
ABC456,Model G,85,30,56.77777777777775,0.2,90,200,19.83333333333335,Node 1,False,19.83333333333335
ABC456,Model G,85,30,56.68333333333331,0.2,90,200,19.975000000000016,Node 1,False,19.975000000000016
ABC456,Model G,85,30,56.58888888888887,0.2,90,200,20.11666666666668,Node 1,False,20.11666666666668
ABC456,Model G,85,30,56.494444444444426,0.2,90,200,20.258333333333347,Node 1,False,20.258333333333347
ABC456,Model G,85,30,56.399999999999984,0.2,90,200,20.400000000000013,Node 1,False,20.400000000000013
ABC456,Model G,85,30,56.30555555555554,0.2,90,200,20.54166666666668,Node 1,False,20.54166666666668
ABC456,Model G,85,30,56.2111111111111,0.2,90,200,20.683333333333344,Node 1,False,20.683333333333344
ABC456,Model G,85,30,56.11666666666666,0.2,90,200,20.82500000000001,Node 1,False,20.82500000000001
ABC456,Model G,85,30,56.02222222222222,0.2,90,200,20.966666666666676,Node 1,False,20.966666666666676
ABC456,Model G,85,30,55.92777777777778,0.2,90,200,21.10833333333334,Node 1,False,21.10833333333334
ABC456,Model G,85,30,55.833333333333336,0.2,90,200,21.250000000000007,Node 1,False,21.250000000000007
ABC456,Model G,85,30,55.738888888888894,0.2,90,200,21.391666666666673,Node 1,False,21.391666666666673
ABC456,Model G,85,30,55.64444444444445,0.2,90,200,21.53333333333334,Node 1,False,21.53333333333334
ABC456,Model G,85,30,55.55000000000001,0.2,90,200,21.675000000000004,Node 1,False,21.675000000000004
ABC456,Model G,85,30,55.45555555555557,0.2,90,200,21.81666666666667,Node 1,False,21.81666666666667
ABC456,Model G,85,30,55.36111111111113,0.2,90,200,21.958333333333336,Node 1,False,21.958333333333336
ABC456,Model G,85,30,55.26666666666669,0.2,90,200,22.1,Node 1,False,22.1
ABC456,Model G,85,30,55.172222222222246,0.2,90,200,22.241666666666667,Node 1,False,22.241666666666667
ABC456,Model G,85,30,55.077777777777804,0.2,90,200,22.383333333333333,Node 1,False,22.383333333333333
ABC456,Model G,85,30,54.98333333333336,0.2,90,200,22.525,Node 1,False,22.525
ABC456,Model G,85,30,54.88888888888892,0.2,90,200,22.666666666666664,Node 1,False,22.666666666666664
ABC456,Model G,85,30,54.79444444444448,0.2,90,200,22.80833333333333,Node 1,False,22.80833333333333
ABC456,Model G,85,30,54.70000000000004,0.2,90,200,22.949999999999996,Node 1,False,22.949999999999996
ABC456,Model G,85,30,54.6055555555556,0.2,90,200,23.09166666666666,Node 1,False,23.09166666666666
ABC456,Model G,85,30,54.511111111111155,0.2,90,200,23.233333333333327,Node 1,False,23.233333333333327
ABC456,Model G,85,30,54.416666666666714,0.2,90,200,23.374999999999993,Node 1,False,23.374999999999993
ABC456,Model G,85,30,54.32222222222227,0.2,90,200,23.51666666666666,Node 1,False,23.51666666666666
ABC456,Model G,85,30,54.22777777777783,0.2,90,200,23.658333333333324,Node 1,False,23.658333333333324
ABC456,Model G,85,30,54.13333333333339,0.2,90,200,23.79999999999999,Node 1,False,23.79999999999999
ABC456,Model G,85,30,54.03888888888895,0.2,90,200,23.941666666666656,Node 1,False,23.941666666666656
ABC456,Model G,85,30,53.94444444444451,0.2,90,200,24.08333333333332,Node 1,False,24.08333333333332
ABC456,Model G,85,30,53.850000000000065,0.2,90,200,24.224999999999987,Node 1,False,24.224999999999987
ABC456,Model G,85,30,53.755555555555624,0.2,90,200,24.366666666666653,Node 1,False,24.366666666666653
ABC456,Model G,85,30,53.66111111111118,0.2,90,200,24.50833333333332,Node 1,False,24.50833333333332
ABC456,Model G,85,30,53.56666666666674,0.2,90,200,24.649999999999984,Node 1,False,24.649999999999984
ABC456,Model G,85,30,53.4722222222223,0.2,90,200,24.79166666666665,Node 1,False,24.79166666666665
ABC456,Model G,85,30,53.37777777777786,0.2,90,200,24.933333333333316,Node 1,False,24.933333333333316
ABC456,Model G,85,30,53.28333333333342,0.2,90,200,25.07499999999998,Node 1,False,25.07499999999998
ABC456,Model G,85,30,53.188888888888975,0.2,90,200,25.216666666666647,Node 1,False,25.216666666666647
ABC456,Model G,85,30,53.094444444444534,0.2,90,200,25.358333333333313,Node 1,False,25.358333333333313
ABC456,Model G,85,30,53.00000000000009,0.2,90,200,25.49999999999998,Node 1,False,25.49999999999998
ABC456,Model G,85,30,52.90555555555565,0.2,90,200,25.641666666666644,Node 1,False,25.641666666666644
ABC456,Model G,85,30,52.81111111111121,0.2,90,200,25.78333333333331,Node 1,False,25.78333333333331
ABC456,Model G,85,30,52.71666666666677,0.2,90,200,25.924999999999976,Node 1,False,25.924999999999976
ABC456,Model G,85,30,52.62222222222233,0.2,90,200,26.06666666666664,Node 1,False,26.06666666666664
ABC456,Model G,85,30,52.527777777777885,0.2,90,200,26.208333333333307,Node 1,False,26.208333333333307
ABC456,Model G,85,30,52.433333333333444,0.2,90,200,26.349999999999973,Node 1,False,26.349999999999973
ABC456,Model G,85,30,52.338888888889,0.2,90,200,26.49166666666664,Node 1,False,26.49166666666664
ABC456,Model G,85,30,52.24444444444456,0.2,90,200,26.633333333333304,Node 1,False,26.633333333333304
ABC456,Model G,85,30,52.15000000000012,0.2,90,200,26.77499999999997,Node 1,False,26.77499999999997
ABC456,Model G,85,30,52.05555555555568,0.2,90,200,26.916666666666636,Node 1,False,26.916666666666636
ABC456,Model G,85,30,51.96111111111124,0.2,90,200,27.0583333333333,Node 1,False,27.0583333333333
ABC456,Model G,85,30,51.866666666666795,0.2,90,200,27.199999999999967,Node 1,False,27.199999999999967
ABC456,Model G,85,30,51.772222222222354,0.2,90,200,27.341666666666633,Node 1,False,27.341666666666633
ABC456,Model G,85,30,51.67777777777791,0.2,90,200,27.4833333333333,Node 1,False,27.4833333333333
ABC456,Model G,85,30,51.58333333333347,0.2,90,200,27.624999999999964,Node 1,False,27.624999999999964
ABC456,Model G,85,30,51.48888888888903,0.2,90,200,27.76666666666663,Node 1,False,27.76666666666663
ABC456,Model G,85,30,51.39444444444459,0.2,90,200,27.908333333333296,Node 1,False,27.908333333333296
ABC456,Model G,85,30,51.300000000000146,0.2,90,200,28.04999999999996,Node 1,False,28.04999999999996
ABC456,Model G,85,30,51.205555555555705,0.2,90,200,28.191666666666627,Node 1,False,28.191666666666627
ABC456,Model G,85,30,51.11111111111126,0.2,90,200,28.333333333333293,Node 1,False,28.333333333333293
ABC456,Model G,85,30,51.01666666666682,0.2,90,200,28.47499999999996,Node 1,False,28.47499999999996
ABC456,Model G,85,30,50.92222222222238,0.2,90,200,28.616666666666625,Node 1,False,28.616666666666625
ABC456,Model G,85,30,50.82777777777794,0.2,90,200,28.75833333333329,Node 1,False,28.75833333333329
ABC456,Model G,85,30,50.7333333333335,0.2,90,200,28.899999999999956,Node 1,False,28.899999999999956
ABC456,Model G,85,30,50.638888888889056,0.2,90,200,29.04166666666662,Node 1,False,29.04166666666662
ABC456,Model G,85,30,50.544444444444615,0.2,90,200,29.183333333333287,Node 1,False,29.183333333333287
ABC456,Model G,85,30,50.45000000000017,0.2,90,200,29.324999999999953,Node 1,False,29.324999999999953
ABC456,Model G,85,30,50.35555555555573,0.2,90,200,29.46666666666662,Node 1,False,29.46666666666662
ABC456,Model G,85,30,50.26111111111129,0.2,90,200,29.608333333333285,Node 1,False,29.608333333333285
ABC456,Model G,85,30,50.16666666666685,0.2,90,200,29.74999999999995,Node 1,False,29.74999999999995
ABC456,Model G,85,30,50.07222222222241,0.2,90,200,29.891666666666616,Node 1,False,29.891666666666616
ABC456,Model G,85,30,49.977777777777966,0.2,90,200,30.03333333333328,Node 1,False,30.03333333333328
ABC456,Model G,85,30,49.883333333333525,0.2,90,200,30.174999999999947,Node 1,False,30.174999999999947
ABC456,Model G,85,30,49.78888888888908,0.2,90,200,30.316666666666613,Node 1,False,30.316666666666613
ABC456,Model G,85,30,49.69444444444464,0.2,90,200,30.45833333333328,Node 1,False,30.45833333333328
ABC456,Model G,85,30,49.6000000000002,0.2,90,200,30.599999999999945,Node 1,False,30.599999999999945
ABC456,Model G,85,30,49.50555555555576,0.2,90,200,30.74166666666661,Node 1,False,30.74166666666661
ABC456,Model G,85,30,49.41111111111132,0.2,90,200,30.883333333333276,Node 1,False,30.883333333333276
ABC456,Model G,85,30,49.316666666666876,0.2,90,200,31.02499999999994,Node 1,False,31.02499999999994
ABC456,Model G,85,30,49.222222222222435,0.2,90,200,31.166666666666607,Node 1,False,31.166666666666607
ABC456,Model G,85,30,49.12777777777799,0.2,90,200,31.308333333333273,Node 1,False,31.308333333333273
ABC456,Model G,85,30,49.03333333333355,0.2,90,200,31.44999999999994,Node 1,False,31.44999999999994
ABC456,Model G,85,30,48.93888888888911,0.2,90,200,31.591666666666605,Node 1,False,31.591666666666605
ABC456,Model G,85,30,48.84444444444467,0.2,90,200,31.73333333333327,Node 1,False,31.73333333333327
ABC456,Model G,85,30,48.75000000000023,0.2,90,200,31.874999999999936,Node 1,False,31.874999999999936
ABC456,Model G,85,30,48.655555555555786,0.2,90,200,32.0166666666666,Node 1,False,32.0166666666666
ABC456,Model G,85,30,48.561111111111344,0.2,90,200,32.15833333333327,Node 1,False,32.15833333333327
ABC456,Model G,85,30,48.4666666666669,0.2,90,200,32.29999999999993,Node 1,False,32.29999999999993
ABC456,Model G,85,30,48.37222222222246,0.2,90,200,32.4416666666666,Node 1,False,32.4416666666666
ABC456,Model G,85,30,48.27777777777802,0.2,90,200,32.583333333333265,Node 1,False,32.583333333333265
ABC456,Model G,85,30,48.18333333333358,0.2,90,200,32.72499999999993,Node 1,False,32.72499999999993
ABC456,Model G,85,30,48.08888888888914,0.2,90,200,32.866666666666596,Node 1,False,32.866666666666596
ABC456,Model G,85,30,47.994444444444696,0.2,90,200,33.00833333333326,Node 1,False,33.00833333333326
ABC456,Model G,85,30,47.900000000000254,0.2,90,200,33.14999999999993,Node 1,False,33.14999999999993
ABC456,Model G,85,30,47.80555555555581,0.2,90,200,33.29166666666659,Node 1,False,33.29166666666659
ABC456,Model G,85,30,47.71111111111137,0.2,90,200,33.43333333333326,Node 1,False,33.43333333333326
ABC456,Model G,85,30,47.61666666666693,0.2,90,200,33.574999999999925,Node 1,False,33.574999999999925
ABC456,Model G,85,30,47.52222222222249,0.2,90,200,33.71666666666659,Node 1,False,33.71666666666659
ABC456,Model G,85,30,47.42777777777805,0.2,90,200,33.858333333333256,Node 1,False,33.858333333333256
ABC456,Model G,85,30,47.333333333333606,0.2,90,200,33.99999999999992,Node 1,False,33.99999999999992
ABC456,Model G,85,30,47.238888888889164,0.2,90,200,34.14166666666659,Node 1,False,34.14166666666659
ABC456,Model G,85,30,47.14444444444472,0.2,90,200,34.28333333333325,Node 1,False,34.28333333333325
ABC456,Model G,85,30,47.05000000000028,0.2,90,200,34.42499999999992,Node 1,False,34.42499999999992
ABC456,Model G,85,30,46.95555555555584,0.2,90,200,34.566666666666585,Node 1,False,34.566666666666585
ABC456,Model G,85,30,46.8611111111114,0.2,90,200,34.70833333333325,Node 1,False,34.70833333333325
ABC456,Model G,85,30,46.76666666666696,0.2,90,200,34.849999999999916,Node 1,False,34.849999999999916
ABC456,Model G,85,30,46.672222222222516,0.2,90,200,34.99166666666658,Node 1,False,34.99166666666658
ABC456,Model G,85,30,46.577777777778074,0.2,90,200,35.13333333333325,Node 1,False,35.13333333333325
ABC456,Model G,85,30,46.48333333333363,0.2,90,200,35.27499999999991,Node 1,False,35.27499999999991
ABC456,Model G,85,30,46.38888888888919,0.2,90,200,35.41666666666658,Node 1,False,35.41666666666658
ABC456,Model G,85,30,46.29444444444475,0.2,90,200,35.558333333333245,Node 1,False,35.558333333333245
ABC456,Model G,85,30,46.20000000000031,0.2,90,200,35.69999999999991,Node 1,False,35.69999999999991
ABC456,Model G,85,30,46.10555555555587,0.2,90,200,35.841666666666576,Node 1,False,35.841666666666576
ABC456,Model G,85,30,46.011111111111425,0.2,90,200,35.98333333333324,Node 1,False,35.98333333333324
ABC456,Model G,85,30,45.916666666666984,0.2,90,200,36.12499999999991,Node 1,False,36.12499999999991
ABC456,Model G,85,30,45.82222222222254,0.2,90,200,36.26666666666657,Node 1,False,36.26666666666657
ABC456,Model G,85,30,45.7277777777781,0.2,90,200,36.40833333333324,Node 1,False,36.40833333333324
ABC456,Model G,85,30,45.63333333333366,0.2,90,200,36.549999999999905,Node 1,False,36.549999999999905
ABC456,Model G,85,30,45.53888888888922,0.2,90,200,36.69166666666657,Node 1,False,36.69166666666657
ABC456,Model G,85,30,45.44444444444478,0.2,90,200,36.833333333333236,Node 1,False,36.833333333333236
ABC456,Model G,85,30,45.350000000000335,0.2,90,200,36.9749999999999,Node 1,False,36.9749999999999
ABC456,Model G,85,30,45.255555555555894,0.2,90,200,37.11666666666657,Node 1,False,37.11666666666657
ABC456,Model G,85,30,45.16111111111145,0.2,90,200,37.25833333333323,Node 1,False,37.25833333333323
ABC456,Model G,85,30,45.06666666666701,0.2,90,200,37.3999999999999,Node 1,False,37.3999999999999
ABC456,Model G,85,30,44.97222222222257,0.2,90,200,37.541666666666565,Node 1,False,37.541666666666565
ABC456,Model G,85,30,44.87777777777813,0.2,90,200,37.68333333333323,Node 1,False,37.68333333333323
