timestamp,car_id,model,current_speed,battery_capacity,charge,consumption,location,node,car_status,distance_covered,battery_life,distance_to_charging_point
2023-08-22 18:53:30,car12,Model N,140,45,74.11214308250207,0.11,464.73333333333323,Node 4,moving,41.73333333333333,98.9779999999999,inf
2023-08-22 18:54:30,car12,Model N,130,45,73.21457571624693,0.11,467.06666666666655,Node 4,moving,44.06666666666666,98.97699999999989,inf
2023-08-22 18:55:30,car12,Model N,122,45,72.44134033311936,0.11,469.23333333333323,Node 4,moving,46.23333333333333,98.97599999999989,inf
2023-08-22 18:56:30,car12,Model N,118,45,71.7608997381564,0.11,471.2666666666666,Node 4,moving,48.26666666666666,98.97499999999988,inf
2023-08-22 18:57:30,car12,Model N,112,45,71.12463162251854,0.11,473.23333333333323,Node 4,moving,50.23333333333333,98.97399999999988,inf
2023-08-22 18:58:30,car12,Model N,119,45,70.55184484892183,0.11,475.0999999999999,Node 4,moving,52.099999999999994,98.97299999999987,inf
2023-08-22 18:59:30,car12,Model N,112,45,69.90466530874899,0.11,477.08333333333326,Node 4,moving,54.08333333333333,98.97199999999987,inf
2023-08-22 19:00:30,car12,Model N,113,45,69.33187283651854,0.11,478.94999999999993,Node 4,moving,55.949999999999996,98.97099999999986,inf
2023-08-22 19:01:30,car12,Model N,107,45,68.74872824423048,0.11,480.83333333333326,Node 4,moving,57.83333333333333,98.96999999999986,inf
2023-08-22 19:02:31,car12,Model N,104,45,68.22628684744035,0.11,482.6166666666666,Node 4,moving,59.61666666666666,98.96899999999985,inf
2023-08-22 19:03:31,car12,Model N,114,45,67.73294519140742,0.11,484.34999999999997,Node 4,moving,61.349999999999994,98.96799999999985,inf
2023-08-22 19:04:31,car12,Model N,119,45,67.13934981481484,0.11,486.24999999999994,Node 4,moving,63.24999999999999,98.96699999999984,inf
2023-08-22 19:05:31,car12,Model N,113,45,66.49215095844447,0.11,488.2333333333333,Node 4,moving,65.23333333333332,98.96599999999984,inf
2023-08-22 19:06:31,car12,Model N,104,45,65.90899186216464,0.11,490.1166666666666,Node 4,moving,67.11666666666666,98.96499999999983,inf
2023-08-22 19:07:31,car12,Model N,96,45,65.41564038990127,0.11,491.84999999999997,Node 4,moving,68.85,98.96399999999983,inf
2023-08-22 19:08:31,car12,Model N,105,45,64.99581765567905,0.11,493.45,Node 4,moving,70.44999999999999,98.96299999999982,inf
2023-08-22 19:09:31,car12,Model N,109,45,64.4928528649383,0.11,495.2,Node 4,moving,72.19999999999999,98.96199999999982,inf
2023-08-22 19:10:31,car12,Model N,100,45,63.950525144823075,0.11,497.01666666666665,Node 4,moving,74.01666666666665,98.96099999999981,inf
2023-08-22 19:11:31,car12,Model N,98,45,63.494671280625546,0.11,498.68333333333334,Node 4,moving,75.68333333333332,98.95999999999981,inf
2023-08-22 19:12:31,car12,Model N,100,45,63.05701299190127,0.11,500.31666666666666,Node 4,moving,77.31666666666666,98.9589999999998,inf
2023-08-22 19:13:31,car12,Model N,106,45,62.60115459272431,0.11,501.98333333333335,Node 4,moving,78.98333333333333,98.9579999999998,inf
2023-08-22 19:14:31,car12,Model N,111,45,62.088475982057645,0.11,503.75,Node 4,moving,80.75,98.9569999999998,inf
2023-08-22 19:15:31,car12,Model N,117,45,61.52589809976135,0.11,505.6,Node 4,moving,82.6,98.95599999999979,inf
2023-08-22 19:16:31,car12,Model N,109,45,60.900383201094684,0.11,507.55,Node 4,moving,84.55,98.95499999999979,inf
2023-08-22 19:17:31,car12,Model N,106,45,60.358036597514435,0.11,509.3666666666667,Node 4,moving,86.36666666666666,98.95399999999978,inf
2023-08-22 19:18:31,car12,Model N,105,45,59.84534778641979,0.11,511.1333333333333,Node 4,moving,88.13333333333333,98.95299999999978,inf
2023-08-22 19:19:31,car12,Model N,111,45,59.342357977160525,0.11,512.8833333333333,Node 4,moving,89.88333333333333,98.95199999999977,inf
2023-08-22 19:20:31,car12,Model N,119,45,58.77976610338275,0.11,514.7333333333333,Node 4,moving,91.73333333333332,98.95099999999977,inf
2023-08-22 19:21:31,car12,Model N,123,45,58.132515737152296,0.11,516.7166666666667,Node 4,moving,93.71666666666665,98.94999999999976,inf
2023-08-22 19:22:31,car12,Model N,132,45,57.44071013344859,0.11,518.7666666666667,Node 4,moving,95.76666666666665,98.94899999999976,inf
2023-08-22 19:23:31,car12,Model N,128,45,56.643237618781924,0.11,520.9666666666667,Node 4,moving,97.96666666666665,98.94799999999975,inf
2023-08-22 19:24:32,car12,Model N,133,45,55.89364957282307,0.11,523.1,Node 4,moving,100.1,98.94699999999975,inf
2023-08-22 19:25:32,car12,Model N,134,45,55.08396529075723,0.11,525.3166666666667,Node 4,moving,102.31666666666666,98.94599999999974,inf
2023-08-22 19:26:32,car12,Model N,135,45,54.26198041954735,0.11,527.5500000000001,Node 4,moving,104.55,98.94499999999974,inf
2023-08-22 19:27:32,car12,Model N,135,45,53.42760216954735,0.11,529.8000000000001,Node 4,moving,106.8,98.94399999999973,inf
2023-08-22 19:28:32,car12,Model N,129,45,52.593219769547346,0.11,532.0500000000001,Node 4,moving,109.05,98.94299999999973,inf
2023-08-22 19:29:32,car12,Model N,130,45,51.83177967776957,0.11,534.2,Node 4,moving,111.2,98.94199999999972,inf
2023-08-22 19:30:32,car12,Model N,136,45,51.05840966706998,0.11,536.3666666666667,Node 4,moving,113.36666666666667,98.94099999999972,inf
2023-08-22 19:31:32,car12,Model N,139,45,50.21153261100414,0.11,538.6333333333333,Node 4,moving,115.63333333333334,98.93999999999971,inf
2023-08-22 19:32:32,car12,Model N,141,45,49.32664852063377,0.11,540.95,Node 4,moving,117.95,98.93899999999971,inf
2023-08-22 19:33:32,car12,Model N,148,45,48.41596133789302,0.11,543.3000000000001,Node 4,moving,120.3,98.9379999999997,inf
2023-08-22 19:34:32,car12,Model N,150,45,47.41205463481483,0.11,545.7666666666668,Node 4,moving,122.76666666666667,98.9369999999997,inf
2023-08-22 19:35:32,car12,Model N,157,45,46.38067591259261,0.11,548.2666666666668,Node 4,moving,125.26666666666667,98.9359999999997,inf
2023-08-22 19:36:32,car12,Model N,158,45,45.25023783976956,0.11,550.8833333333334,Node 4,moving,127.88333333333333,98.93499999999969,inf
2023-08-22 19:37:32,car12,Model N,149,45,44.10527278355557,0.11,553.5166666666668,Node 4,moving,130.51666666666665,98.93399999999968,inf
2023-08-22 19:38:32,car12,Model N,139,45,43.0876587266173,0.11,556.0000000000001,Node 4,moving,132.99999999999997,98.93299999999968,inf
2023-08-22 19:39:32,car12,Model N,148,45,42.202743828584374,0.11,558.3166666666668,Node 4,moving,135.31666666666663,98.93199999999968,inf
2023-08-22 19:40:32,car12,Model N,138,45,41.198807167382725,0.11,560.7833333333335,Node 4,moving,137.7833333333333,98.93099999999967,inf
2023-08-22 19:41:32,car12,Model N,134,45,40.32664431538272,0.11,563.0833333333335,Node 4,moving,140.08333333333331,98.92999999999967,inf
2023-08-22 19:42:32,car12,Model N,139,45,39.50459403011523,0.11,565.3166666666668,Node 4,moving,142.31666666666663,98.92899999999966,inf
2023-08-22 19:43:32,car12,Model N,135,45,38.619661527703705,0.11,567.6333333333336,Node 4,moving,144.6333333333333,98.92799999999966,inf
2023-08-22 19:44:33,car12,Model N,129,45,37.7852127277037,0.11,569.8833333333336,Node 4,moving,146.8833333333333,98.92699999999965,inf
2023-08-22 19:45:33,car12,Model N,131,45,37.02371204096296,0.11,572.0333333333335,Node 4,moving,149.0333333333333,98.92599999999965,inf
2023-08-22 19:46:33,car12,Model N,135,45,36.23826072934156,0.11,574.2166666666668,Node 4,moving,151.21666666666664,98.92499999999964,inf
2023-08-22 19:47:33,car12,Model N,144,45,35.40379947934156,0.11,576.4666666666668,Node 4,moving,153.46666666666664,98.92399999999964,inf
2023-08-22 19:48:33,car12,Model N,138,45,34.45364835400822,0.11,578.8666666666668,Node 4,moving,155.86666666666665,98.92299999999963,inf
2023-08-22 19:49:33,car12,Model N,129,45,33.58145080097118,0.11,581.1666666666667,Node 4,moving,158.16666666666666,98.92199999999963,inf
2023-08-22 19:50:33,car12,Model N,134,45,32.819931178304515,0.11,583.3166666666667,Node 4,moving,160.31666666666666,98.92099999999962,inf
2023-08-22 19:51:33,car12,Model N,137,45,31.997844097629617,0.11,585.5500000000001,Node 4,moving,162.54999999999998,98.91999999999962,inf
2023-08-22 19:52:33,car12,Model N,133,45,31.138302399193403,0.11,587.8333333333334,Node 4,moving,164.83333333333331,98.91899999999961,inf
2023-08-22 19:53:33,car12,Model N,143,45,30.32850535502056,0.11,590.0500000000001,Node 4,moving,167.04999999999998,98.91799999999961,inf
2023-08-22 19:54:33,car12,Model N,141,45,29.39155094980245,0.11,592.4333333333334,Node 4,moving,169.4333333333333,98.9169999999996,inf
2023-08-22 19:55:33,car12,Model N,133,45,28.480764120098744,0.11,594.7833333333334,Node 4,moving,171.7833333333333,98.9159999999996,inf
2023-08-22 19:56:33,car12,Model N,135,45,27.670954994271582,0.11,597.0000000000001,Node 4,moving,173.99999999999997,98.9149999999996,inf
2023-08-22 19:57:33,car12,Model N,129,45,26.83645224427158,0.11,599.2500000000001,Node 4,moving,176.24999999999997,98.91399999999959,inf
2023-08-22 19:58:33,car12,Model N,123,45,26.074902324123432,0.11,601.4000000000001,Node 4,moving,178.39999999999998,98.91299999999958,inf
2023-08-22 19:59:33,car12,Model N,126,45,25.382969404790096,0.11,603.45,Node 4,moving,180.45,98.91199999999958,inf
2023-08-22 20:00:33,car12,Model N,126,45,24.656639548790093,0.11,605.5500000000001,Node 4,moving,182.54999999999998,98.91099999999958,inf
2023-08-22 20:01:33,car12,Model N,129,45,23.930306080790093,0.11,607.6500000000001,Node 4,moving,184.64999999999998,98.90999999999957,inf
2023-08-22 20:02:33,car12,Model N,122,45,23.1687410119012,0.11,609.8000000000001,Node 4,moving,186.79999999999998,98.90899999999957,inf
2023-08-22 20:03:33,car12,Model N,115,45,22.488073630485562,0.11,611.8333333333334,Node 4,moving,188.83333333333331,98.90799999999956,inf
2023-08-22 20:04:33,car12,Model N,125,45,21.88376320661725,0.11,613.75,Node 4,moving,190.74999999999997,98.90699999999956,inf
2023-08-22 20:05:34,car12,Model N,119,45,21.168972759086383,0.11,615.8333333333334,Node 4,moving,192.83333333333331,98.90599999999955,inf
2023-08-22 20:06:34,car12,Model N,122,45,20.521577521374446,0.11,617.8166666666667,Node 4,moving,194.81666666666663,98.90499999999955,inf
2023-08-22 20:07:34,car12,Model N,129,45,19.840896600469094,0.11,619.85,Node 4,moving,196.84999999999997,98.90399999999954,inf
2023-08-22 20:08:34,car12,Model N,127,45,19.079308808469094,0.11,622.0,Node 4,moving,198.99999999999997,98.90299999999954,inf
2023-08-22 20:09:34,car12,Model N,119,45,18.341296059423826,0.11,624.1166666666667,Node 4,moving,201.11666666666665,98.90199999999953,inf
2023-08-22 20:10:34,car12,Model N,110,45,17.69388794424687,0.11,626.1,Node 4,moving,203.09999999999997,98.90099999999953,inf
2023-08-22 20:11:34,car12,Model N,112,45,17.14132085659255,0.11,627.9333333333334,Node 4,moving,204.9333333333333,98.89999999999952,inf
2023-08-22 20:12:34,car12,Model N,105,45,16.568323233547282,0.11,629.8000000000001,Node 4,moving,206.79999999999998,98.89899999999952,inf
2023-08-22 20:13:34,car12,Model N,110,45,16.065198324288023,0.11,631.5500000000001,Node 4,moving,208.54999999999998,98.89799999999951,inf
2023-08-22 20:14:34,car12,Model N,119,45,15.512622993423824,0.11,633.3833333333334,Node 4,moving,210.38333333333333,98.89699999999951,inf
2023-08-22 20:15:34,car12,Model N,120,45,14.865198781415591,0.11,635.3666666666668,Node 4,moving,212.36666666666665,98.8959999999995,inf
2023-08-22 20:16:34,car12,Model N,129,45,14.206769388822996,0.11,637.3666666666668,Node 4,moving,214.36666666666665,98.8949999999995,inf
2023-08-22 20:17:34,car12,Model N,130,45,13.445147512156328,0.11,639.5166666666668,Node 4,moving,216.51666666666665,98.8939999999995,inf
2023-08-22 20:18:34,car12,Model N,134,45,12.671592869357973,0.11,641.6833333333334,Node 4,moving,218.6833333333333,98.89299999999949,inf
2023-08-22 20:19:34,car12,Model N,129,45,11.84939131408225,0.11,643.9166666666667,Node 4,moving,220.91666666666663,98.89199999999948,inf
2023-08-22 20:20:34,car12,Model N,125,45,11.087758075860027,0.11,646.0666666666667,Node 4,moving,223.06666666666663,98.89099999999948,inf
2023-08-22 20:21:34,car12,Model N,129,45,10.372910755901177,0.11,648.1500000000001,Node 4,moving,225.14999999999998,98.88999999999947,inf
2023-08-22 20:22:34,car12,Model N,134,45,9.611269943308583,0.11,650.3000000000001,Node 4,moving,227.29999999999998,98.88899999999947,inf
2023-08-22 20:23:34,car12,Model N,135,45,8.789052034518457,0.11,652.5333333333334,Node 4,moving,229.5333333333333,98.88799999999947,inf
2023-08-22 20:24:34,car12,Model N,142,45,7.954437234518455,0.11,654.7833333333334,Node 4,moving,231.7833333333333,98.88699999999946,inf
2023-08-22 20:25:34,car12,Model N,142,45,7.030472799736559,0.11,657.1500000000001,Node 4,moving,234.14999999999998,98.88599999999946,inf
2023-08-22 20:26:35,car12,Model N,142,45,6.10650377069952,0.11,659.5166666666668,Node 4,moving,236.51666666666665,98.88499999999945,inf
2023-08-22 20:27:35,car12,Model N,134,45,5.182530147407337,0.11,661.8833333333334,Node 4,moving,238.88333333333333,98.88399999999945,inf
2023-08-22 20:28:35,car12,Model N,124,45,4.360291796724207,0.11,664.1166666666668,Node 4,moving,241.11666666666665,98.88299999999944,inf
2023-08-22 20:29:35,car12,Model N,124,45,3.6568821924772914,0.11,666.1833333333335,Node 4,moving,243.1833333333333,98.88199999999944,inf
2023-08-22 20:30:35,car12,Model N,131,45,2.9534690907159726,0.11,668.2500000000002,Node 4,moving,245.24999999999997,98.88099999999943,inf
2023-08-22 20:31:35,car12,Model N,134,45,2.167841996501979,0.11,670.4333333333335,Node 4,moving,247.4333333333333,98.87999999999943,inf
2023-08-22 20:32:35,car12,Model N,129,45,1.3455872923044456,0.11,672.6666666666669,Node 4,moving,249.66666666666663,98.87899999999942,inf
2023-08-22 20:33:35,car12,Model N,121,45,0.5839048206748138,0.11,674.8166666666668,Node 4,moving,251.81666666666663,98.87799999999942,inf
2023-08-22 20:21:57,car10,Model Z,79,38,55.5890200506237,0.09,420.8166666666667,Node 4,moving,150.8166666666667,99.88999999999947,39.18333333333328
2023-08-22 20:22:57,car10,Model Z,89,38,55.31598887440538,0.09,422.1333333333334,Node 4,moving,152.13333333333335,99.88899999999947,37.86666666666662
2023-08-22 20:23:57,car10,Model Z,89,38,54.96847057267048,0.09,423.61666666666673,Node 4,moving,153.61666666666667,99.88799999999947,36.38333333333327
2023-08-22 20:24:57,car10,Model Z,99,38,54.62095053430791,0.09,425.1000000000001,Node 4,moving,155.1,99.88699999999946,34.89999999999992
2023-08-22 20:49:34,car13,Model M,146,49,29.62450403455762,0.16,460,Node 4,Charging,320.33333333333314,88.87099999999938,78.48333333333329
2023-08-22 20:25:57,car10,Model Z,104,38,54.189970325886854,0.09,426.75000000000006,Node 4,moving,156.75,99.88599999999946,33.24999999999994
2023-08-22 20:50:34,car13,Model M,146,49,59.62450403455762,0.16,460,Node 4,Charging,320.33333333333314,88.87099999999938,78.48333333333329
2023-08-22 20:26:57,car10,Model Z,109,38,53.71389404877184,0.09,428.4833333333334,Node 4,moving,158.48333333333332,99.88499999999945,31.516666666666595
2023-08-22 20:51:34,car13,Model M,149,49,58.257307315646045,0.16,462.43333333333334,Node 4,Charging,322.7666666666665,88.86999999999938,inf
2023-08-22 20:27:57,car10,Model Z,113,38,53.190478247894646,0.09,430.30000000000007,Node 4,moving,160.29999999999998,99.88399999999945,29.699999999999932
2023-08-22 18:34:47,car12,Model N,88,45,87.64784138271605,0.11,424.46666666666664,Node 4,moving,1.4666666666666666,98.999,35.53333333333336
2023-08-22 20:52:35,car13,Model M,157,49,56.83312056496577,0.16,464.9166666666667,Node 4,Charging,325.24999999999983,88.86899999999937,inf
2023-08-22 20:28:57,car10,Model Z,114,38,52.62757495518509,0.09,432.1833333333334,Node 4,moving,162.1833333333333,99.88299999999944,27.816666666666606
2023-08-22 18:35:47,car12,Model N,92,45,87.29568101339918,0.11,425.9333333333333,Node 4,moving,2.933333333333333,98.99799999999999,34.06666666666672
2023-08-22 20:53:35,car13,Model M,165,49,55.251282588741276,0.16,467.53333333333336,Node 4,Charging,327.8666666666665,88.86799999999937,inf
2023-08-22 20:29:57,car10,Model Z,121,38,52.05457327851842,0.09,434.08333333333337,Node 4,moving,164.08333333333331,99.88199999999944,25.91666666666663
2023-08-22 20:42:45,car5,Model H,151,48,0,0.17,443.5664752894108,Node 4,Moving,307.3666666666666,92.8729999999994,99.5499999999999
2023-08-22 18:36:47,car12,Model N,102,45,86.91046522982715,0.11,427.46666666666664,Node 4,moving,4.466666666666667,98.99699999999999,32.53333333333336
2023-08-22 20:54:35,car13,Model M,164,49,53.50351896629229,0.16,470.28333333333336,Node 4,Charging,330.6166666666665,88.86699999999936,inf
2023-08-22 20:30:57,car10,Model Z,117,38,51.40838718530204,0.09,436.1,Node 4,moving,166.1,99.88099999999943,23.899999999999977
2023-08-22 18:37:47,car12,Model N,105,45,86.43612792804937,0.11,429.16666666666663,Node 4,moving,6.166666666666667,98.99599999999998,30.83333333333337
2023-08-22 20:55:35,car13,Model M,161,49,51.77693936112222,0.16,473.0166666666667,Node 4,Charging,333.34999999999985,88.86599999999936,inf
2023-08-22 20:31:57,car10,Model Z,108,38,50.804554434249404,0.09,438.05,Node 4,moving,168.04999999999998,99.87999999999943,21.94999999999999
2023-08-22 18:38:47,car12,Model N,106,45,85.93324569841974,0.11,430.91666666666663,Node 4,moving,7.916666666666667,98.99499999999998,29.08333333333337
2023-08-22 20:56:35,car13,Model M,164,49,50.113153171122214,0.16,475.70000000000005,Node 4,Charging,336.0333333333332,88.86499999999936,inf
2023-08-22 20:32:57,car10,Model Z,117,38,50.29077266582835,0.09,439.85,Node 4,moving,169.85,99.87899999999942,20.149999999999977
2023-08-22 18:39:47,car12,Model N,109,45,85.42066144171191,0.11,432.6833333333333,Node 4,moving,9.683333333333334,98.99399999999997,27.31666666666672
2023-08-22 20:57:35,car13,Model M,156,49,48.38655721057799,0.16,478.4333333333334,Node 4,Charging,338.76666666666654,88.86399999999935,inf
2023-08-22 20:33:57,car10,Model Z,123,38,49.68693388003887,0.09,441.8,Node 4,moving,171.79999999999998,99.87799999999942,18.19999999999999
2023-08-22 18:40:47,car12,Model N,113,45,84.87842004600822,0.11,434.49999999999994,Node 4,moving,11.5,98.99299999999997,25.500000000000057
2023-08-22 20:58:35,car13,Model M,154,49,46.824840234251454,0.16,481.0333333333334,Node 4,Charging,341.36666666666656,88.86299999999935,inf
2023-08-22 20:34:57,car10,Model Z,124,38,49.01901792775817,0.09,443.85,Node 4,moving,173.85,99.87699999999941,16.149999999999977
2023-08-22 18:41:47,car12,Model N,103,45,84.29533927128394,0.11,436.38333333333327,Node 4,moving,13.383333333333333,98.99199999999996,23.61666666666673
2023-08-22 20:59:35,car13,Model M,152,49,45.30304517139431,0.16,483.6000000000001,Node 4,Charging,343.9333333333332,88.86199999999934,inf
2023-08-22 20:35:57,car10,Model Z,127,38,48.34010552654959,0.09,445.9166666666667,Node 4,moving,175.91666666666666,99.87599999999941,14.083333333333314
2023-08-22 18:42:47,car12,Model N,110,45,83.81156843724278,0.11,438.0999999999999,Node 4,moving,15.1,98.99099999999996,21.90000000000009
2023-08-22 21:00:35,car13,Model M,151,49,43.82065532758478,0.16,486.13333333333344,Node 4,Charging,346.4666666666666,88.86099999999934,inf
2023-08-22 20:36:58,car10,Model Z,120,38,47.62767188865485,0.09,448.03333333333336,Node 4,moving,178.03333333333333,99.8749999999994,11.96666666666664
2023-08-22 18:43:48,car12,Model N,113,45,83.25924864588475,0.11,439.9333333333332,Node 4,moving,16.933333333333334,98.98999999999995,20.066666666666777
2023-08-22 21:01:35,car13,Model M,151,49,42.35777086632627,0.16,488.6500000000001,Node 4,Charging,348.98333333333323,88.85999999999933,inf
2023-08-22 20:37:58,car10,Model Z,115,38,46.99218723953204,0.09,450.03333333333336,Node 4,moving,180.03333333333333,99.8739999999994,9.96666666666664
2023-08-22 18:44:48,car12,Model N,104,45,82.67615916876541,0.11,441.81666666666655,Node 4,moving,18.816666666666666,98.98899999999995,18.18333333333345
2023-08-22 21:02:35,car13,Model M,146,49,40.89487947653035,0.16,491.16666666666674,Node 4,Charging,351.4999999999999,88.85899999999933,inf
2023-08-22 20:38:58,car10,Model Z,105,38,46.408974042650954,0.09,451.95000000000005,Node 4,moving,181.95,99.8729999999994,8.049999999999955
2023-08-22 18:45:48,car12,Model N,110,45,82.18286659388475,0.11,443.5499999999999,Node 4,moving,20.55,98.98799999999994,16.450000000000102
2023-08-22 21:03:35,car13,Model M,142,49,39.52760504986368,0.16,493.6000000000001,Node 4,Charging,353.9333333333332,88.85799999999932,inf
2023-08-22 20:39:58,car10,Model Z,113,38,45.92357829265095,0.09,453.70000000000005,Node 4,moving,183.7,99.87199999999939,6.2999999999999545
2023-08-22 18:46:48,car12,Model N,109,45,81.63053855931685,0.11,445.3833333333332,Node 4,moving,22.383333333333333,98.98699999999994,14.616666666666788
2023-08-22 21:04:35,car13,Model M,134,49,38.234496752176604,0.16,495.96666666666675,Node 4,Charging,356.2999999999999,88.85699999999932,inf
2023-08-22 20:40:58,car10,Model Z,117,38,45.36064124532152,0.09,455.58333333333337,Node 4,moving,185.58333333333331,99.87099999999938,4.416666666666629
2023-08-22 18:47:48,car12,Model N,101,45,81.08827828014812,0.11,447.1999999999999,Node 4,moving,24.2,98.98599999999993,12.800000000000125
2023-08-22 21:05:35,car13,Model M,134,49,37.083523223197005,0.16,498.2000000000001,Node 4,Charging,358.53333333333325,88.85599999999931,inf
